"document_id","processed_text"
9696,"load shed can use compens imbal generat request power order deal destruct effect faultinduc delay voltag recoveri fidvr phenomenon paper present load shed method deal critic fidvr base onlin voltag estim process faster voltag recoveri voltag futur time can estim modifi gaussseidel load addit proper model dynam natur induct motor load voltag estim process present base one threeorder model induct motor load indic use threeorder model fidvr studi lead better result hypothet stepbystep load shed appli propos iter load shed method voltag estim process use verif estim voltag buse need meet noncrit condit send actual load shed command network compar result propos method previous one ieee bus network show effect mitig critic fidvr suggest less load shed less time ©"
9697,"import infrastructur support rural develop integr energi system play irreplac role china rural revit strategi deploy rural energi project effect way rural area achiev doubl carbon goal acceler agricultur modern base actual rural energi system northern china paper take rural energi system photovolta greenhous research object agrometeorolog energi meteorolog model establish consid meteorolog sensit agricultur product photovolta generat propos novel method optim collabor photovolta greenhous load control rural energi system combin coordin model agricultur energi network establish combin model involv carbon electr energi thermal energi supplement greenhous light greenhous heat consum energi fine model focus attent photosynthesi final realworld bus distribut network three photovolta greenhous northern china simul analyt exampl simul result show use propos method m greenhous photovolta coverag ratio can save energi cost © ieee"
9698,"product network key manag effici hydrocarbon product part closedloop asset manag largescal surfac network challeng task involv high nonlinear numer constraint exist tool comput cost solv surfac network can exponenti increas size complex network use tradit approach involv nonlinear program method studi acceler largescal surfac network use distribut agent algorithm call altern direct method multipli admm develop appli admm algorithm largescal network well interconnect pipelin admm framework largescal network system broken mani small subnetwork system smaller problem formul subnetwork subnetwork problem solv parallel use multipl comput core entir system will acceler largescal surfac network involv mani inequ equal constraint effect handl use augment lagrangian method enhanc robust converg qualiti addit proxi hybrid model can also use pipe pressur calcul everi network segment speed propos admm method valid sever synthet case first appli propos method surfac network simul problem various size complex configur fluid type pressur regim etc pressur node flux link will calcul specifi separ pressur reservoir pressur high accuraci obtain admm framework compar commerci simul next admm appli network problem optim pressur drop across surfac choke everi well maxim oil product largescal network case well achiev x x speedup comput time reason accuraci admm framework compar benchmark final appli propos method field case valid admm framework proper work actual field applic novel framework surfac network develop use distribut agent algorithm propos framework provid superior comput effici largescal network problem compar exist benchmark method enabl effici frequent decisionmak largescal petroleum field manag maxim hydrocarbon product subject numer system constraint © societi petroleum engin"
9699,"cleaner product electrochem batteri storag multiag energi interact smart energi manag critic transit toward carbonneutr district howev systemat comprehens review formul multidirect interact system semiempir datadriven model onlin estim batteri depreci stochast base smart energi manag framework optim design smart control studi stateoftheart review conduct respect interact energi share network electrochem batteri storag perspect batteri degrad model develop smart energi manag singl multiobject optimis energi flexibl enhanc advanc techniqu propos multicriteria perform enhanc interact energi share network includ share renew energi within district communiti mobilitybas spatiotempor energi share multidirect energi interact mode indepth dialect analysi provid predict dynam depreci calendar cycl age lifetim electrochem batteri storag includ semiempir datadriven model heurist smart control strategi thereaft formul renewabletodemand gridrespons batteryprotect control strategi afterward comprehens review conduct multiobject optimis differ stakehold prosum build owner util grid compani policymak togeth strategi multicriteria decis make help identifi ‘best best’ solut along pareto optim front formul multidirect energi share system base datadriven model batteri degrad estim smart energi manag framework can promot renew sustain energi network smart citi © elsevi ltd"
9700,"load analysi one essenti way use electr engin achiev high system qualiti owe relev load econom plan stabil issu can formul set nonlinear algebra equat can solv iter algorithm gaussseidel one simpl way determin load system acceler factor consider modif aim improv accuraci method articl report determin optim acceler factor use pso firefli fa algorithm simul done matlab use bus bus bus ieee standard system determin optim acceler factor propos method evalu benchmark convent valu factor use number iter fit function outcom studi show fa method prefer method identifi optimum acceler factor © publish licenc iop publish ltd"
9701,"handbook metaheurist algorithm fundament theori advanc applic provid brief introduct metaheurist algorithm ground includ basic idea advanc solut although reader may abl find sourc code metaheurist algorithm internet code style explan general quit differ thus requir expand knowledg theori implement book can also help student research construct integr perspect metaheurist unsupervis algorithm artifici intellig research comput scienc appli engin domain metaheurist algorithm can consid epitom unsupervis algorithm engin artifici intellig problem includ simul anneal sa tabu search ts genet algorithm ga ant coloni aco particl swarm pso differenti evolut de other distinct supervis algorithm need label data learn construct determin model metaheurist algorithm inherit characterist unsupervis algorithm use solv complex engin problem without label data just like selflearn find solut complex problem © elsevi inc right reserv"
9702,"mathemat program metaheurist two type method metaheurist algorithm can identifi optimalnearoptim solut mimick natur behaviour occurr provid benefit simplic execut paramet avoid local flexibl mani metaheurist algorithm introduc solv issu advantag disadvantag studi research present metaheurist algorithm prestigi journal show good perform solv hybrid improv mutat problem paper review sparrow search algorithm ssa one new robust algorithm solv problem paper cover ssa literatur variant improv hybrid accord studi use ssa mention area equal respect highest percentag belong improv analyz three subsect meatheurist artifici neural network deep © author exclus licenc intern center numer method engin cimn"
9703,"paper propos distribut energi manag modern distribut system various activ interfac particip distribut energi resourc der flexibl load differ kind microgrid given differ ownership object requir autonomi data privaci multiobject model consid various network oper object constraint formul coordin oper activ particip better econom andor system oper prefer perform formul problem iter solv distribut way use altern direct method multipli admm algorithm iter particip adjust schedul base object price nodal unbal signal receiv distribut manag system dms updat nodal price signal accord generationload unbal correspond bus calcul use previous updat schedul particip updat price nodal unbal signal distribut particip correspond buse anoth iter calcul generationload unbal buse small enough ie balanc achiev bus updat price signal addit analyt hierarchi process ahp employ determin correspond weight coeffici differ object valid propos method verifi simul modern distribut system sever activ interfac microgrid der flexibl load effect weight coeffici obtain solut well converg admm also investig © ieee"
9704,"wind farm layout wflop complex constrain problem paper applic biogeographi base bbo algorithm larg wflop present perform compar three major metaheurist algorithm name genet algorithm ga particl swarm pso ant coloni aco perform evalu basi modifi cost energi fit function across differ wind farm scenario statist infer drawn basi confid interv student’ ttest show fit function valu obtain use bbo better compar algorithm number iter execut time case pso largest ga take lowest amount time © iet"
9705,"facil alloc suppli chain critic sinc direct influenc cost effici custom servic suppli chain respons risk reduct network overal competit enterpris deploy facil wise may achiev oper excel exceed custom expect obtain competit advantag today’ volatil busi climat due reason multiobject facil alloc problem introduc research cooperativebas multilevel backup coverag consid distancebas facil attract facil coverag describ two differ layer coverag process demand can cover full partial coverag respect facil main object facil alloc problem maxim coverag facil maxim overal facil coverag suppli chain network simultan minim overal cost © igi global right reserv"
9706,"distribut propos parallel comput mani year present mani distribut algorithm develop solv cooper problem multiag system object function summat form local util order solv general problem distribut way paper studi distribut problem unconstrain polynomi object function use lasserr relax method convert studi problem equival semidefinit program under knowledg graph theori disassembl matrix variabl propos distribut altern direct method multipli solv semidefinit program final numer exampl use illustr feasibl propos algorithm © ieee"
9707,"breakthrough electron industri stabil rapid regul wind generat improv generat technolog becom matur howev still weak oper control system influenc extrem weather event especi realtim dispatch optim distribut regul resourc stabl manner wind energi forecastingbas dispatch model timecontrol interv propos model outag wind energi extrem weather analyz autoregress integr move averag model arima addit regul resourc use balanc correspond wind drop mismatch meanwhil algorithm name weight mean vector info employ solv realtim dispatch minim deviat command real output last perform propos optim realtim dispatch execut simul model ten regul resourc simul test show combin arima info can effect improv control perform pdwef system © author"
9708,"grey wolf algorithm gwo replic leadership forag mechan natur grey wolf excel solv problem varieti domain howev algorithm tend converg local optim slow converg rate paper propos enhanc grey wolf algorithm htgwo base hyperbol tangent inertia weight solv problem htgwo employ inertia weight base hyperbol tangent function balanc gwos global local search capabl gwo htgwo faster converg rate accur solut gwo five classic test function use construct compar experi hwgwo five classic intellig algorithm comparison result indic hwgwo superior converg speed solut precis stabil compar five classic intellig algorithm moreov experiment evid suggest hwgwo effect solv multimod function unimod function addit htgwo can balanc explor exploit adjust paramet accord characterist differ problem © ieee"
9709,"paper present gradient base method optim distribut feeder network topolog load uncertainti recast optim network reconfigur problem problem edg weight graph learn produc optim span tree distribut network use recent method publish differenti program provid data driven method weight test method variat ieee bus test system result show method outperform tradit mathemat programmingbas approach © ieee"
9710,"optim opf restrict problem requir optim control variabl set reach best collect oper technic secur restrict electr system paper propos enhanc artifici hummingbird optim eaho linear control mechan lcm divers territori forag strategi tfss handl opf problem newli suggest solut lcm integr enhanc global local search capabl addit divers tfss provid support explor phase differ search direct echo incorpor featur aho lcm tfs order minim total cost fuel tcf entir transmiss loss etl volum environment emiss vee propos method scrutin ieee bus test grid result simul indic competit propos schema stateoftheart term converg rate qualiti solut propos schema achiev minimum tcf hr hr hr ieee bus grid respect minimum etl vee tonhr ieee bus grid respect furthermor test conduct authent statist efficaci eahoinspir scheme eaho present robust straightforward solut opf problem divers goal function © open access articl distribut term creativ common attribut noncommerci licens httpcreativecommonsorglicensesbync permit unrestrict noncommerci use distribut reproduct medium provid origin work proper cite"
9711,"tradit generat mix geograph distribut unit face structur reform increas renew exist schedul scheme confront challeng multisourc collabor multitempor coordin paper review generat schedul system renew integr differ time scale medium longterm shortterm realtim respect first schedul model method summar connect differ multisourc mathemat model uncertainti well market mechan includ thermal hydroelectr wind solar energi energi storag also indic second schedul algorithm approach sort two dimens certainti uncertainti innov differ algorithm tradit schedul schedul problem renew present meanwhil interact coupl relationship among differ time scale point section challeng shortcom current research refer futur direct also provid dispatch copyright © chen shao zhou yang pan jin liu"
9712,"rapid growth electr transport shift toward clean energi distribut renew energi sourc sustain option crack demand usag electr paper gridassist electr vehicl ev rapid charg facil empow photovolta modul batteri stack utilis effect interact mechan ev renew sourc improv system reliability– effici mode charg employ gridconnect charg station moreov long run charg facil size compon ev charg facil optimis metaheurist barebon harri hawk net profit us kwh criteria profitloss also confirm swarmstyl memet grasshopp algorithm multifari particl swarm © informa uk limit trade taylor franci group"
9713,"recent innov microgrid consum convert prosum local generat local load paper propos fulli distribut peertop pp control strategi prosumerbas island altern current ac microgrid mg prosum independ oper produc consum propos scheme use droop control distribut generat dg balanc local generat demand gossip communicationbas distribut pp control employ prosum restor voltag frequenc deviat across mg prosum synchronis concern nearest point common coupl pcc instead singl pcc avoid effect line imped mismatch among dgs caus circul current among dgs result poor reactiv powershar prosumerbas island ac mg consist three differ rate prosum common load model matlabsimulink environ simul opalrt realtim simul valid effect propos studi captur result frequenc respons analysi show accur powershar prosumerdg seamless strateg individu plugin plugout consum oper prosum maintain mgs qualiti stabil © elsevi ltd"
9714,"swarm intellig algorithm evolutionari algorithm two wellknown approach sinc begin populationbas metaheurist algorithm appli wide rang challeng multin comput challeng real world recent conduct studi various multigo techniqu hand show inher evolv metaheurist incap deal multidimension problem due flaw rv rao propos teachinglearn base tlbo method revolutionari populationbas complet metaheurist evalu type situat tlbos applic surpass mani mileston sinc incept compar today advanc metaheurist use number engin task © ieee"
9715,"due lack flexibl interconnect devic imbal network reliev effect meanwhil increas penetr distribut generat exacerb tempor imbal caus larg peakvalley load differ improv oper economi lower spatiotempor imbal paper propos twostag strategi activ distribut network adn interconnect soft open point sop sop energi storag system ess adopt transfer spatial tempor respect dayahead schedul stage massiv stochast scenario uncertainti wind turbin output generat first improv comput effici massiv stochast scenario equival model network consid sensit node node voltag branch current establish introduct sensit prevent violat voltag current oper rang or activ sop state charg soc ess obtain model network within network respect intraday correct control stage base dayahead or recedinghorizon model minim purchas cost electr voltag deviat establish hour hour case studi two modifi adn show propos strategi achiev spatiotempor balanc lower cost compar tradit strategi © state grid electr research institut"
9716,"recent mani metaheurist algorithm develop address realworld issu studi new physicsbas metaheurist call fick law fla present fick first rule diffus util accord fick law diffus molecul tend diffus higher lower concentr area mani experiment seri done test flas perform abil solv differ problem first fla test use twenti wellknown benchmark function thirti cec test function second five realworld engin problem util demonstr feasibl propos fla find compar wellknown power optim wilcoxon ranksum test carri evalu compar statist perform compet algorithm result prove fla achiev competit promis find good converg curv rate good balanc explor exploit sourc code current avail public httpssemathworkscommatlabcentralfileexchangefickslawalgorithmfla © elsevi bv"
9717,"paper present perform teachinglearningbas tlbo algorithm elit version name elitist teachinglearningbas algorithm etlbo obtain optimum set design paramet path synthesi fourbar linkag minim posit error consid object function four case studi consid verifi effici accuraci tlbo etlbo algorithm synthes mechan obtain four case studi use d movabl sketch method solidwork result shown perform tlbo etlbo algorithm better competit method consid previous research © taylor franci group llc"
9718,"effici solut ac optim opf case electr grid guarante heurist approxim relax propos aplenti pros con work propos solv ac opf binari decis tree bdts solut start full feasibl set ac opf instanc iter bdts tighten constraintsbound set improv occur feasibl set median object function preced set median object function progress tighten feasibl set will converg global optimum ac opf recent proof estim perform topdown bdt heurist ensur converg method global optimum provid feasibl set adequ sampl bdt train recurs implement method induct natur bdts may also yield dispatch multipl optim level ac opf instanc account stochast resourc perform propos ac opf solut assess multipl case nicta ieee pes task forc benchmark valid emerg system algorithm © author iet generat transmiss distribut publish john wiley son ltd behalf institut engin technolog"
9719,"paper propos sequenti quadrat optim opf bipolar direct current dc grid formul base taylor’ expans appli nonconvex constraint thus transform affin equat approach suitabl radial mesh grid consid neutral termin ground substat bus ground can consid load without loss general two test feeder compos node consid order valid effect propos sequenti quadrat convex approxim model sinc approach base convex fast converg uniqu solut global optimum ensur simul perform use python cvxpi librari model system special convex program well eco solver bus grid employ valid effect propos convex model regard loss minim bus one use evalu effect effici dispatch renew generat within dayahead oper environ © author"
9720,"constant increas renew energi sourc microgrid nonlinear load electron devic impos new set challeng distribut system oper maintain oper stabil address challeng fever project conceiv propos solut base energi flexibl paper author introduc three applic develop within project first energi forecast use smartmet data provid demand generat forecast voltag compens applic run timeseri flow detect voltag deviat also perform sensit analysi assess impact flexibl avail asset voltag correct last qualiti servic use forecast state grid term harmon phase unbal purpos estim capac reserv flexibl asset © ieee"
9721,"avail transfer capabl atc play vital role ensur effici oper avail afford depend electr electr market studi util repeat altern current racpf approach base newton raphson load nrlf method assess atc compar accuraci direct current transfer distribut factor dcptdf approach ieee standard bus test system use evalu atc bilater electr trade scenario differ oper condit studi also identifi rank sever line conting use composit secur index csi evalu atc perform use racpf various transact critic line generat outag situat result demonstr atc valu crucial restructur system environ understand transmiss network limit characterist oper system effect © ieee"
9722,"increas interest renewablebas microgrid impos sever challeng sourc integr qualiti oper cost deal problem requir solv nonlinear problem includ multipl linear nonlinear constraint continu variabl discret one requir larg dimension search space find optim suboptim solut problem may includ optim microgrid best possibl configur accuraci model within microgrid metaheurist algorithm get suggest literatur contribut microgrid applic solv problem paper intend thorough review signific issu surround microgrid oper solv use metaheurist algorithm studi provid collect fundament principl concept describ metaheurist algorithm signific metaheurist algorithm publish last year context microgrid applic investig analyz final employ metaheurist algorithm specif microgrid issu applic review includ exampl use algorithm issu includ unit commit econom dispatch optim distribut system reconfigur transmiss network expans distribut system plan load generat forecast mainten schedul renew sourc max track © author license mdpi basel switzerland"
9723,"electr suppli system current oper major contribut grid small percentag renew energi sourcesr use accord avail demand signific res market increas can impact energi share great futur electr vehiclesev becom popular can consid essenti load proper schedul load res play vital role minim cost electr peak demand paper aim review differ techniqu optim schedul compar various algorithm base object discuss futur trend gain general understand global implic research topic bibliometr studi also carri © ieee"
9724,"imperialist competit algorithm ica assimil import step respons explor potenti better posit solut problem paper improv ica equip adapt differenti mutat adm assimil strategi propos inspir differenti evolut de propos algorithm call icaadm adm assimil strategi generat new posit coloni empir use “debest” mutat oper crossov oper adapt vari mutat crossov rate sinc “debest” mutat crossov can produc high qualiti solut icaadm possess good explor capabl meanwhil sinc mutat crossov rate adapt vari icaadm also preserv good popul divers thus perform icaadm great increas result wellknown benchmark function comparison verifi propos icaadm exceed initi ica sever variant © elsevi ltd"
9725,"dc microgrid main aim manag maintain balanc activ renew sourc storag batteri load distribut grid can repres stabl dclink voltag paper propos adapt strategi manag standalon hybrid renew energi system hres consist wind turbin generat photovolta cell batteri energi storag bes load optim gain pi control batteri storag system use particl swarm optimizationbas firefli algorithm psofa part pso algorithm util improv veloc attract firefli algorithm therebi increas rate converg pi control control techniqu improv gain constant generat control puls charg discharg bes system order make optimum use renew energi sourc stabil voltag dclink simul done matlabsimulink observ convent trial errorbas pi tune produc high overshoot wherea propos method produc better perform less overshoot maintain constant dclink voltag instantan generat various condit generat load consumpt manag monitor state charg batteri approach can use complement improv perform pi control design convent method © iet"
9726,"transient stabilityconstrain optim tscopf nonconvex problem also comput intens solv find global optimum improv converg paper propos analyt input convex neural network icnnbas model predict control mpc transient stabil enhanc icnn develop predict system transient stabil particular properti ensur output convex input capabl allow icnn optim convex input activ output generat keep valu constant variabl particip addit nonconvex static constraint built decoupl linear model form fulli convex tscopf global optimum propos method embed mpc enhanc transient stabil numer result show propos method can great improv converg find global optim solut speed calcul © ieee"
9727,"paper propos new metaheurist techniqu artifici gorilla troop gto hybrid system photovolta pv wind energi sourc solv probabilist optimum popf issu first select algorithm develop evalu appli solv classic optimum opf approach total fuel cost object function second propos algorithm use solv popf includ pv sourc consid uncertainti renew energi sourc ress perform suggest algorithm confirm use standard test system ieee bus bus differ scenario involv differ set pv sourc fix variabl load consid studi comparison obtain result suggest algorithm algorithm mention literatur confirm effici perform propos algorithm provid optim solut hybrid system furthermor result show penetr pv sourc system signific reduc total cost system © author"
9728,"solv unmodel problem hard constraint paper propos novel zerothord approach call safe zerothord use linear program szolp szolp method solv linear program iter find descent direct follow step length determin prove mild condit iter szo lp accumul point also primal kkt pair appli szolp solv optim opf problem ieee bus system result demonstr szolp requir less comput time sampl compar stateoftheart approach © ieee"
9729,"dc microgrid promis solut integr distribut generat main grid microgrid compris distribut generat unit energi storag system load control unit can oper gridconnect offgrid mode island mode compar tradit central system offer reliabl effici decentr organ system addit provid various benefit consid environment friend solut chapter concept compon dc microgrid architectur microgrid discuss detail addit sinc control strategi dc microgrid cruical role achiev advantag system stabil differ control strategi use microgrid discuss furthermor highlight emerg communic technolog make microgrid even effici reliabl overal chapter provid valuabl insight advanc dc microgrid decentr futur © author exclus licens springer natur switzerland ag"
9730,"goal research devis solut energi dispatch problem base consensusdriven method cost function energi dispatch take account sever fuel option typic formul combin cost model aforement combin cost express subsequ employ develop increment cost function mean polynomi curv fit method order address issu relat increment cost function take account mani fuel sourc util privat sector energi provid deliv costeffect electr consum part distribut consensusbas approach util propos approach adept address concern increment cost within integr framework simultan allow strategi select sever fuel suggest strategi effect tackl challeng aris imbal suppli demand also foster consensus among stakehold moreov system also accomplish track composit increment cost util exponenti techniqu effect propos design techniqu generat steadi exponenti converg ultim shown simul associ data © ieee"
9731,"reliabl analysi iess integr energi system complic task complex characterist differ subsystem multiscal dynam develop therein effect address problem paper propos systemat framework analys reliabl energi suppli iess consid dynam iess interrelationship among uncertainti first base linepackbas perform analysi model ie quasisteadyst model establish model dynam behaviour iess proper account practic engin oper strategi consid intercorrel among differ uncertainti sourc timedepend relationship variabl model combin statist structur copula method stack autoencod csml adopt establish time multivari joint distribut variabl mont carlo simul combin order statist use assess suppli reliabl case studi perform realist ie combin ieee system node natur gas pipelin network effici accuraci quasisteadyst model valid reliabl evalu result show intercorrel among variabl timedepend relationship variabl great effect system reliabl assess consider linepack can signific improv suppli reliabl ie wherea manag strategi linepack may lead riski point ©"
9732,"comput intellig base method also known meta heurist algorithm popular topic mathemat program method bridg gap various approach creat new school thought solv real world problem book select effect renown algorithm literatur algorithm practic also provid thought provok theoret idea help reader understand solv problem chapter includ brief review algorithm’ background field use addit python code provid algorithm end chapter make book valuabl resourc beginn intermedi programm look understand algorithm © babak zolghadrasli"
9733,"system ps move toward smart grid microgrid modern time complex eventu rise result integr various distribut energi resourc demandsid manag cybersecur issu addit frequent ps network blackout will impact countri social econom financi posit ensur reliabl well secur network smartdriven system advanc monitor measur technolog domin scada system requir synchrophasorbas phasor measur unit pmus come play process analyz massiv amount data realtim precis identifi system anomali due quick respons time high comput speed accuraci scalabl mlbase techniqu becom popular handl realtim big data mani ml algorithm use recent synchrophasor technolog enhanc cybersecur fault detect classif transient stabil assess voltag stabil assess forc oscil local thorough review paper help pertin paper work effect discuss ml applic synchrophasor technolog pmus μ pmus deploy articl also show sever concern yet resolv still consider research futur one detect observ oscil linetrip occurr distribut area μ pmus instal address problem sophist dl approach recommend futur possibl decreas bandwidth usag improv process delay use edg comput technolog also mention paper research potenti ml dl approach also extend line communic wide area monitor system g g network communic © ieee"
9734,"studi introduc new method achiev robust perform isol microgrid mg use adaptivewidth general correntropi diffus algorithm awgcda approach width kernel adjust allow program reject mislead input attack techniqu may identifi attack use simpl identif rule respons surfac methodolog util combin three algorithm coot bird metaheurist optim coot sunflow sfo particl swarm pso improv techniqu effect assess effect new techniqu standard microgrid test three differ scenario disconnect util grid autonom status variat load autonom status threephas fault autonom status addit numer simul perform use pscademtdc softwar verifi efficaci propos techniqu main contribut studi enhanc system transient minim overshoot steadi state error settl time increas efficaci autonom mg process final demonstr valid perform suggest approach compar method includ lmsrebas adapt control ebsaba coot sfo pso algorithm result confirm awgcda method outperform method regard system transient respons © ieee"
9735,"evolut innov electr system play pivot role reach apex carbon neutral peak object explor paper delv integr avantgard artifici intellig ai technolog within electr system mitig inher challeng three predomin issu pinpoint discord data authent model urgenc requir decisionmak process remedi studi advoc amalgam data augment transfer rectifi data dispar amalgam anteced knowledg multifacet data steadfast algorithm bolster model reliabl cultiv cuttingedg algorithm supplement aidriven decisionmak tool finess realtim conclus discours accentu imper technolog breakthrough across three salient dimens foster progress ai within realm electr © ieee"
9736,"introduct electr vehicl altern transport option convent intern combust engin vehicl prompt due energi crisi environment concern grow popular ev race achiev sustain develop goal lead increas number charg station substanti impact system develop smart grid concept grid recent enhanc role ev form grid vehiclegv vehicl grid vg technolog integr grid vg allow grid provid multipl servic grid regul spin reserv peak load shave load level reactiv compens various charg discharg strategi grid integr approach develop mitig negat effect ev charg maximis benefit ev grid integr deploy ev grid complex problem multipl compet object limit approach typic use paper investig various issu occur system ev due deploy ev grid techniqu use mitig problem meet multipl constraint paper aim present detail review various techniqu object function constraint taken consider ev oper gv vg mode central well decentr control framework © ieee"
9737,"book comprehens guid agricultur meteorolog predict present advanc model predict target variabl differ detail concept model process explain book model current book help better agricultur irrig manag model current book valuabl meteorolog organ meteorolog agricultur variabl can accur estim book advanc model model research farmer student scholar can use new algorithm evolutionari better plan manag agricultur field water compani univers can use book develop agricultur meteorolog scienc detail model process explain book model also book introduc new advanc model predict hydrolog variabl predict hydrolog variabl help water resourc plan manag model can monitor drought avoid water shortag content can relat sdg clean water sanit book explain model use evolutionari algorithm develop model book present uncertainti concept model process new method present compar model book model present book can appli differ field effect strategi present agricultur water manag model present book can appli worldwid use region world model current book new advanc also new algorithm current book can use solv differ complex problem book can use comprehens handbook agricultur meteorolog scienc book explain differ level model process scholar © editor applic author exclus licens springer natur singapor pte ltd"
9738,"algorithm especi neural network nns valuabl tool use approxim nonlinear relationship like acoptim acopf consider accuraci achiev speedup sever order magnitud deploy use often system literatur nns train fix dataset generat prior train process paper show adapt nn train dataset train can improv nn perform substanti reduc worstcas violat paper propos algorithm identifi enrich train dataset critic datapoint reduc worstcas violat deliv neural network improv worstcas perform guarante demonstr perform algorithm four test system rang buse buse © ieee"
9739,"full ac optim ac opf problem difficult solv due nonconvex nonlinear larg number variabl constraint nphard even lowmediumvoltag distribut network uncertainti addit variabl brought renew energi re resourc batteri storag system electr vehicl demandsid manag program mani grid modern initi preval grid edg exacerb comput issu ac opf result learningbas model consid aid solv ac opf especi econom dispatch sinc can provid fast onlin decis even uncertainti model task done offlin nevertheless learningbas model heavili reli under dataset use offlin train paper provid insight qualiti various train dataset use learningbas ac opf test perform result model sever test scenario best model test scenario yield overal voltag magnitud root mean squar error rmse order millionth ten thousandth averag worstcas rmse valu perbus basi order hundr thousandth thousandth © ieee"
9740,"novel metaheurist manta ray forag mrfo algorithm base smart conduct manta ray mrfo algorithm newli develop swarmbas metaheurist approach emul support conduct perform manta ray search food mrfo algorithm effici resolv sever difficulti various domain due abil provid equilibrium global local search search procedur result near optim result thus research develop sever variant mrfo sinc introduct paper provid indepth examin recent mrfo research first paper introduc natur inspir context mrfo conceptu framework mrfo modif hybrid applic across differ domain discuss final metaanalysi develop mrfo present along possibl futur research direct studi can use research practition engin design schedul imag process field © ieee"
9741,"research paper introduc novel stochast hierarch framework enhanc effici autom grid context electr vehicl ev demand respons program drp framework leverag unscent transform ut address uncertainti aris fluctuat load three distinct charg strategi introduc optim ev manag within grid coordin charg uncoordin charg intellig charg addit autom switch strateg place maxim direct mitig strain caus increas evrel demand address complex multifacet challeng advanc approach base grey wolf gwo employ effect model rigor evalu use ieee standard case system showcas except perform enhanc autom grid manag presenc ev drp potenti implic broader energi industri © ieee"
9742,"novel improv differenti evolutionari ide algorithm present paper optim reactiv manag rpm problem object function rpm issu consid minim activ loss e− propos method use find optim valu control variabl includ reactiv generat generat transform tap set reactiv sourc initi analysi approach employ detect optim posit flexibl ac transmiss system fact devic propos ide approach implement various ieee standard test bus ie ieee−− bus system activ reactiv load fact devic fulfil desir object static var compens svc shunt compens thyristor control seri compens tcsc seri compens use outcom obtain util ide approach present compar obtain promis method like variant differenti algorithm moth flame mfo brainstormbas bso particl swarm pso final statist analysi wilcoxon sign rank test wsrt thorough analyz demonstr firm accuraci propos techniqu © author exclus licenc korean institut electr engin"
9743,"ongo energi transit requir communic infrastructur electr grid introduc new possibl attack vector current intrus detect approach cyber attack often neglect under physic environ make especi hard detect data inject attack follow processawar approach evalu communic measur data within electr system contextsensit way detect manipul communic layer scada architectur paper propos sophist tool intrus detect integr analysi realtim can appli local field station main intersect medium low voltag grid applic illustr use simul testb typic threenod architectur six differ attack scenario result show sensit paramet propos tool can tune advanc attack can detect reliabl © ieee"
9744,"connect res disconnect control synchron generat pose new challeng grid manag steadyst voltag control remov reactiv sourc contribut voltag stabil need replac one approach use invertercoupl res reactiv sourc applic artifici neural network ann optimis reactiv provis sever studi alreadi start explor possibl deep reinforc drl develop new reactiv control method res studi most look control singl unit lowvoltag grid studi develop voltvar control multipl res investig differ oper scenario whole year cigr benchmark mediumvoltag distribut grid result show drltrain ann can control reactiv suppli lower voltag deviat compar convent method howev cost frequent equip overload due increas reactiv flow applic develop approach will explor order valid methodolog real grid model futur © energynaut gmbh"
9745,"fals data inject attack fdia signific threat system compromis system integr data corrupt fals inform inject lead sever impact system state estim potenti extens damag paper propos multipl model stealthi fdia detect account various attack type system may encount hyperparamet introduc mitig impact imbalanc train data model perform propos model comprehens evalu differ fdia type consid heterogen attack experiment result demonstr effect hyperparamet improv fdia detect prevent potenti undetect attack addit analysi conduct assess likelihood differ attack type ramp step poison freez evad detect model analysi aid understand magnitud threat pose attack type identifi model excel detect specif fdia type © ieee"
9746,"increas adopt electr vehicl strain grid implement batteri swap station bss technolog distribut energi resourc possibl approach allevi strain convent gridpow bss confront difficulti high electr cost grid instabl carbon emiss etc bss integr microgrid may emerg promis solut address challeng technolog will enabl bss recharg batteri util distribut energi resourc der reduc charg time electr vehicl act microgrid sourc emerg will assist demand balanc grid stabil within grid network paper assess effect microgridbas batteri grid bg technolog bss batteri storag object evalu advantag disadvantag bg microgrid bss well impact overal grid stabil perform along analysi result demonstr integr bss microgrid potenti provid substanti benefit electr vehicl ev grid bss can play crucial role futur transport energi appropri plan implement © ieee"
9747,"develop increas electr energi demand growth renew energi sourc cyber–phys secur threat increas penetr electr vehicl ev unpredict behavior prosum ev user pose rang challeng electr system address challeng decentr system use blockchain technolog techniqu secur communic distribut energi manag decentr energi trade prosum requir blockchain enabl secur distribut trust platform address reliabl challeng allow pp distribut energi exchang well flexibl servic custom hand techniqu enabl intellig smart grid oper use predict model big data analysi motiv fact review examin potenti combin blockchain technolog techniqu develop smart grid investig benefit achiev use techniqu futur smart grid scenario discuss research challeng futur research direct appli blockchain techniqu smart grid individu well combin togeth identifi area requir signific research demand manag grid improv secur grid better consensus mechan electr vehicl charg system schedul entir grid system design secur microgrid interconnect differ blockchain network © author"
